id,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
2384,Hyde Park,60637,41.78886,-87.58671,Condominium,Private room,1,1,1,1,$50.00 ,100
4505,South Lawndale,60608,41.85495,-87.69696,Apartment,Entire home/apt,7,1,3,4,$117.00 ,96
7126,West Town,60622,41.90289,-87.68182,Apartment,Entire home/apt,2,1,1,1,$80.00 ,93
9811,Lincoln Park,60614,41.91769,-87.63788,Apartment,Entire home/apt,4,1,1,2,$150.00 ,92
10610,Hyde Park,60615,41.79708,-87.59195,Apartment,Private room,2,1,1,1,$35.00 ,85
10945,Lincoln Park,60614,41.91183,-87.64,Apartment,Entire home/apt,4,1,2,2,$215.00 ,89
12140,Lincoln Park,60614,41.92335,-87.64951,Boutique hotel,Private room,2,1,1,1,$289.00 ,100
22362,West Town,60642,41.89617,-87.66041,Apartment,Entire home/apt,4,2,2,2,$99.00 ,93
24833,Lincoln Park,60614,41.92679,-87.65521,Apartment,Entire home/apt,3,1,0,1,$99.00 ,85
25269,Lincoln Park,60614,41.91423,-87.63846,Apartment,Entire home/apt,7,1,2,4,$145.00 ,86
25879,Lincoln Park,60614,41.92693,-87.65753,Apartment,Entire home/apt,6,1,2,3,$99.00 ,86
28749,Logan Square,60647,41.92083,-87.6801,Guest suite,Entire home/apt,6,2,3,3,$250.00 ,89
37738,Uptown,60640,41.97385,-87.66539,House,Private room,2,1.5,1,1,$77.00 ,100
39742,Near North Side,60654,41.89377,-87.63465,Condominium,Private room,2,1,1,1,$75.00 ,94
44020,Lincoln Park,60614,41.92673,-87.65731,Apartment,Entire home/apt,6,1,2,4,$80.00 ,80
46151,Lincoln Park,60614,41.91331,-87.63964,Apartment,Entire home/apt,4,1,1,1,$75.00 ,87
46154,Lincoln Park,60614,41.91287,-87.63979,Apartment,Entire home/apt,3,1,1,2,$65.00 ,89
56802,Lincoln Park,60614,41.91264,-87.63979,Apartment,Entire home/apt,6,2,2,2,$155.00 ,88
71930,West Town,60622,41.89687,-87.67989,Apartment,Private room,2,1,1,1,$59.00 ,96
79101,Uptown,60640,41.96792,-87.65757,House,Private room,6,2.5,1,4,$180.00 ,96
84042,West Town,60622,41.89693,-87.68033,Apartment,Private room,2,1,1,1,$55.00 ,98
110705,Uptown,60640,41.9693,-87.65621,House,Private room,2,1,1,1,$99.00 ,97
126280,Uptown,60640,41.96804,-87.65123,Apartment,Private room,1,1,1,1,$48.00 ,98
133262,West Town,60612,41.89243,-87.68078,Apartment,Entire home/apt,3,1,2,2,$65.00 ,98
144840,Lake View,60657,41.94079,-87.65763,Apartment,Entire home/apt,8,2,3,4,$225.00 ,99
145659,North Center,60618,41.94364,-87.68155,Apartment,Entire home/apt,8,2,3,4,$275.00 ,94
145690,Lincoln Park,60614,41.91351,-87.63929,Apartment,Entire home/apt,10,2,4,5,$475.00 ,94
165952,Lake View,60657,41.94274,-87.67321,Apartment,Entire home/apt,4,1,2,2,$198.00 ,91
166667,North Center,60657,41.94274,-87.67378,Apartment,Entire home/apt,3,1,1,1,$125.00 ,90
166706,Lake View,60657,41.94221,-87.67327,Apartment,Entire home/apt,8,2,3,3,$280.00 ,82
172616,West Town,60622,41.89753,-87.67315,Apartment,Entire home/apt,3,1,2,2,$75.00 ,96
175511,Irving Park,60618,41.96012,-87.72158,Condominium,Entire home/apt,4,1,1,1,$67.00 ,97
184764,Portage Park,60641,41.94325,-87.75403,House,Private room,2,1,1,1,$85.00 ,95
189821,Logan Square,60647,41.92973,-87.7012,Apartment,Entire home/apt,5,1,2,3,$150.00 ,99
192652,West Town,60622,41.90136,-87.67973,Apartment,Private room,2,1,1,1,$75.00 ,95
198135,North Center,60618,41.95935,-87.67963,Apartment,Private room,2,1,1,1,$44.00 ,99
207218,Pullman,60628,41.6883,-87.60892,Townhouse,Entire home/apt,3,1,1,1,$90.00 ,98
221109,West Town,60642,41.89273,-87.65654,Apartment,Entire home/apt,2,1,1,1,$115.00 ,96
225314,Logan Square,60647,41.92543,-87.69593,House,Private room,1,1,1,1,$75.00 ,98
228273,Lincoln Park,60614,41.93126,-87.65227,Condominium,Private room,2,1,1,1,$109.00 ,100
230836,Uptown,60640,41.96331,-87.66088,Condominium,Private room,2,1,1,1,$125.00 ,90
233933,Irving Park,60641,41.95602,-87.72781,House,Private room,2,1,1,1,$55.00 ,96
234442,Lincoln Park,60614,41.91337,-87.63918,Apartment,Entire home/apt,4,1,1,2,$85.00 ,88
236792,Uptown,60613,41.95939,-87.65441,Condominium,Entire home/apt,2,1,1,1,$125.00 ,98
242751,Lincoln Park,60614,41.91291,-87.63839,Apartment,Entire home/apt,4,1,1,2,$75.00 ,90
244439,Near West Side,60607,41.88565,-87.65307,Apartment,Entire home/apt,5,2,2,2,$134.00 ,93
248791,Uptown,60640,41.96797,-87.65791,House,Private room,2,1.5,2,0,$90.00 ,98
250354,Near South Side,60616,41.86051,-87.62399,Condominium,Entire home/apt,2,1,1,1,$170.00 ,97
258253,West Ridge,60645,42.00692,-87.68438,Apartment,Entire home/apt,2,1,1,1,$48.00 ,98
261509,Near North Side,60610,41.90314,-87.63494,Apartment,Entire home/apt,2,1,1,1,$149.00 ,97
264547,Near West Side,60661,41.88467,-87.64487,Condominium,Entire home/apt,3,1.5,2,2,$195.00 ,97
265238,North Center,60618,41.96084,-87.68463,Apartment,Entire home/apt,1,1,1,1,$56.00 ,
267646,Logan Square,60647,41.92716,-87.70471,Bungalow,Private room,2,1,1,1,$97.00 ,99
272728,Chatham,60619,41.72763,-87.61307,House,Private room,2,1,1,1,$40.00 ,94
275496,Near West Side,60606,41.88623,-87.6404,Loft,Entire home/apt,6,2,3,3,$175.00 ,82
289689,Edgewater,60640,41.97794,-87.65764,Condominium,Private room,1,1,1,1,$25.00 ,95
289884,Logan Square,60647,41.92177,-87.68277,House,Private room,4,2,1,1,$125.00 ,96
290155,Bridgeport,60609,41.82702,-87.63967,Apartment,Entire home/apt,6,1.5,3,3,$125.00 ,96
298321,Woodlawn,60637,41.78216,-87.59027,Apartment,Private room,3,,1,1,$47.00 ,96
312192,Bridgeport,60609,41.82767,-87.63959,Apartment,Entire home/apt,6,1.5,2,2,$167.00 ,94
313227,Albany Park,60625,41.96331,-87.70916,Apartment,Entire home/apt,2,1,1,1,$85.00 ,98
325842,Lincoln Park,60614,41.92026,-87.65892,House,Entire home/apt,6,2.5,5,5,$379.00 ,98
345075,Kenwood,60615,41.8077,-87.59436,Condominium,Private room,2,1,1,1,$85.00 ,99
349265,Hyde Park,60615,41.80086,-87.58948,Townhouse,Entire home/apt,7,2,4,5,$375.00 ,100
350347,Lake View,60657,41.93986,-87.65473,Loft,Entire home/apt,4,2,2,2,$136.00 ,98
363702,Rogers Park,60626,41.9991,-87.67146,House,Private room,2,1,1,1,$30.00 ,97
372929,West Town,60642,41.89862,-87.65597,House,Entire home/apt,12,3,3,7,$295.00 ,96
395257,Douglas,60653,41.82869,-87.62058,House,Private room,2,1,1,1,$40.00 ,96
397472,Rogers Park,60626,42.01455,-87.66511,Apartment,Entire home/apt,6,1,2,4,$71.00 ,86
400588,Rogers Park,60626,42.00223,-87.67124,House,Private room,2,1,1,1,$60.00 ,90
404792,West Town,60622,41.88913,-87.66763,Apartment,Entire home/apt,3,1,2,3,$130.00 ,91
412182,Logan Square,60647,41.91891,-87.69902,Apartment,Entire home/apt,4,1,1,2,$90.00 ,96
422214,West Town,60622,41.89843,-87.66659,Apartment,Entire home/apt,16,4,6,6,$500.00 ,98
446474,West Town,60622,41.90095,-87.68181,Condominium,Entire home/apt,5,2,3,3,$175.00 ,95
450648,Near South Side,60616,41.86614,-87.62275,Condominium,Private room,2,1,1,1,$119.00 ,94
464581,Logan Square,60647,41.92451,-87.69385,Apartment,Entire home/apt,4,1,1,2,$49.00 ,96
477733,Lower West Side,60608,41.85329,-87.66539,Apartment,Entire home/apt,8,2,4,4,$200.00 ,96
479086,Avondale,60647,41.93245,-87.71528,House,Shared room,7,1,1,1,$20.00 ,94
484898,Uptown,60640,41.97053,-87.67267,House,Entire home/apt,6,1.5,3,3,$225.00 ,95
488097,West Town,60622,41.91173,-87.6731,Apartment,Private room,2,1,1,1,$60.00 ,95
496809,Rogers Park,60626,42.00435,-87.67501,House,Private room,2,1,1,1,$85.00 ,99
507517,Lincoln Square,60625,41.96714,-87.69611,Guest suite,Entire home/apt,4,1,1,3,$95.00 ,98
533831,Lincoln Park,60614,41.91269,-87.6425,Townhouse,Entire home/apt,8,2.5,3,3,$280.00 ,90
537419,Lake View,60657,41.94286,-87.63919,Apartment,Private room,1,1,1,1,$130.00 ,94
542067,Logan Square,60647,41.93065,-87.70089,Apartment,Entire home/apt,4,1,2,3,$125.00 ,97
548905,Grand Boulevard,60653,41.82293,-87.61559,Townhouse,Entire home/apt,3,1,1,1,$85.00 ,97
573540,Lake View,60657,41.94284,-87.63919,Apartment,Entire home/apt,3,2,2,2,$490.00 ,96
585353,West Town,60642,41.88956,-87.66267,Apartment,Private room,3,2,1,2,$71.00 ,90
585356,West Town,60642,41.88998,-87.6624,Apartment,Private room,4,2,1,2,$74.00 ,90
589939,West Town,60642,41.89049,-87.6626,Apartment,Shared room,4,2,1,3,$94.00 ,91
611839,North Center,60618,41.93537,-87.67946,Condominium,Private room,1,1,1,1,$42.00 ,97
628149,West Town,60642,41.89052,-87.66085,Apartment,Private room,2,2,1,1,$58.00 ,91
629745,West Town,60642,41.89375,-87.66545,Apartment,Entire home/apt,5,2,2,2,$129.00 ,96
634310,Edgewater,60660,41.99667,-87.66213,Condominium,Private room,2,1,1,1,$65.00 ,98
637566,West Town,60622,41.90679,-87.66777,Apartment,Entire home/apt,2,1,1,1,$135.00 ,99
640841,Lake View,60657,41.94242,-87.67134,Condominium,Entire home/apt,4,2.5,2,2,$200.00 ,100
642053,West Town,60622,41.90567,-87.67311,Bed and breakfast,Private room,4,1,1,2,$86.00 ,89
642065,West Town,60622,41.90686,-87.67319,Bed and breakfast,Private room,6,1,3,4,$119.00 ,97
650894,Near North Side,60610,41.90959,-87.62541,Condominium,Entire home/apt,2,1,1,2,$249.00 ,83
651742,Forest Glen,60646,41.99244,-87.75569,House,Private room,2,1,1,1,$75.00 ,99
662034,Forest Glen,60646,41.99201,-87.75719,House,Private room,2,1,1,1,$65.00 ,99
668262,Lincoln Park,60614,41.93173,-87.65047,Condominium,Entire home/apt,6,2,3,3,$195.00 ,95
675641,Lake View,60657,41.94301,-87.65064,Apartment,Private room,1,1,1,1,$54.00 ,95
686185,West Town,60622,41.9045,-87.68246,Apartment,Private room,2,1,1,1,$53.00 ,99
697634,Near North Side,60610,41.90302,-87.63499,Apartment,Entire home/apt,4,1,2,2,$99.00 ,97
709870,Humboldt Park,60651,41.9,-87.72141,Apartment,Entire home/apt,8,1,3,3,$99.00 ,78
713431,West Town,60622,41.90894,-87.69213,Apartment,Entire home/apt,10,1,3,3,$119.00 ,87
724656,West Town,60622,41.90019,-87.69862,Apartment,Private room,2,1,1,1,$50.00 ,91
724895,West Town,60642,41.88995,-87.66096,Apartment,Private room,2,2,1,1,$44.00 ,87
726376,Lake View,60657,41.93932,-87.65218,Apartment,Entire home/apt,2,1,1,1,$85.00 ,94
727847,Logan Square,60647,41.92255,-87.70293,Apartment,Private room,2,1,2,1,$60.00 ,86
731232,Logan Square,60647,41.92669,-87.699,Apartment,Entire home/apt,5,1,3,4,$119.00 ,97
739495,Lincoln Square,60625,41.97847,-87.68087,Apartment,Entire home/apt,4,1,2,2,$99.00 ,97
753809,Loop,60601,41.88624,-87.61566,Apartment,Entire home/apt,3,1,1,1,$94.00 ,94
764856,Near West Side,60607,41.88722,-87.64993,Loft,Entire home/apt,2,1,1,1,$159.00 ,97
773127,North Center,60618,41.94994,-87.682,House,Private room,2,2,1,2,$84.00 ,96
780336,West Town,60622,41.89854,-87.67447,Apartment,Private room,2,1,1,1,$70.00 ,96
783359,Lake View,60613,41.94884,-87.64905,Apartment,Entire home/apt,3,1,1,1,$103.00 ,100
789429,Uptown,60640,41.96193,-87.66238,Condominium,Private room,2,1,1,1,$99.00 ,
789670,Logan Square,60622,41.91661,-87.67159,House,Private room,4,1,2,2,$225.00 ,
789867,Uptown,60640,41.96437,-87.67398,Apartment,Private room,3,1,1,1,$20.00 ,95
790016,Uptown,60640,41.96046,-87.66346,Condominium,Entire home/apt,5,2,3,3,$299.00 ,95
790934,West Ridge,60645,42.01562,-87.68818,Apartment,Shared room,2,2,1,1,$70.00 ,94
810974,Rogers Park,60626,42.00184,-87.66951,Apartment,Private room,2,1,1,1,$50.00 ,99
818109,West Town,60622,41.89513,-87.674,Apartment,Entire home/apt,3,1,2,2,$78.00 ,100
824518,West Town,60622,41.90213,-87.67598,Condominium,Entire home/apt,4,1,1,3,$95.00 ,97
834943,Lincoln Square,60625,41.96164,-87.68334,Apartment,Entire home/apt,4,1,2,1,$90.00 ,97
863120,Lincoln Park,60614,41.9217,-87.65959,Condominium,Private room,2,2.5,3,1,$85.00 ,99
872247,Lower West Side,60608,41.85939,-87.65271,Apartment,Entire home/apt,3,1,1,1,$125.00 ,98
873628,West Town,60642,41.89397,-87.64975,Townhouse,Private room,2,2,1,1,$150.00 ,99
887038,Lincoln Park,60614,41.9263,-87.65567,Apartment,Entire home/apt,4,1,2,3,$150.00 ,85
896181,West Town,60642,41.90729,-87.66571,Apartment,Private room,1,1,1,1,$40.00 ,96
903996,Logan Square,60647,41.92649,-87.7138,House,Private room,2,2,2,1,$110.00 ,100
909096,Humboldt Park,60647,41.91105,-87.70927,House,Entire home/apt,11,2.5,3,3,$400.00 ,95
929914,Lincoln Park,60614,41.91316,-87.63813,Apartment,Entire home/apt,2,1,0,1,$115.00 ,98
931105,East Garfield Park,60612,41.88449,-87.69659,House,Private room,2,1.5,1,1,$75.00 ,98
949514,West Town,60622,41.90677,-87.66788,Condominium,Private room,2,1,1,1,$75.00 ,96
960326,West Town,60642,41.89505,-87.65449,Apartment,Entire home/apt,8,2,3,3,$302.00 ,99
979841,Rogers Park,60626,42.00498,-87.66712,House,Private room,2,1.5,1,1,$69.00 ,100
979926,Rogers Park,60626,42.00623,-87.66794,House,Private room,2,1.5,1,1,$59.00 ,99
979942,Rogers Park,60626,42.00426,-87.66693,House,Private room,2,1.5,1,2,$59.00 ,98
983640,Rogers Park,60626,42.00381,-87.67082,Apartment,Entire home/apt,4,1,2,3,$159.00 ,98
984850,Near North Side,60610,41.90465,-87.63591,Loft,Entire home/apt,10,2,3,4,$749.00 ,97
1016539,West Town,60622,41.90659,-87.69538,Apartment,Entire home/apt,10,1,3,3,$119.00 ,88
1020810,Near North Side,60611,41.8943,-87.62609,Apartment,Entire home/apt,2,1,1,1,$100.00 ,95
1027405,North Lawndale,60623,41.85432,-87.70769,House,Private room,4,1.5,1,4,$45.00 ,83
1027463,North Lawndale,60623,41.85423,-87.70784,House,Private room,4,2,3,4,$45.00 ,89
1027741,North Lawndale,60623,41.85455,-87.70768,Apartment,Private room,4,1.5,3,1,$45.00 ,73
1032943,Oakland,60653,41.81996,-87.59978,Townhouse,Entire home/apt,10,2.5,4,6,$225.00 ,97
1056430,Lake View,60657,41.94376,-87.65164,Condominium,Private room,2,1,1,1,$79.00 ,96
1080532,Lake View,60657,41.93396,-87.64108,Townhouse,Entire home/apt,4,2.5,2,2,$114.00 ,95
1083987,Near South Side,60616,41.85278,-87.62453,Apartment,Entire home/apt,3,1,1,2,$85.00 ,100
1096191,Uptown,60640,41.97349,-87.65334,Condominium,Entire home/apt,2,1,1,1,$85.00 ,96
1101457,Austin,60644,41.89044,-87.7714,Camper/RV,Entire home/apt,2,1,1,1,$58.00 ,96
1101458,Austin,60644,41.88655,-87.77086,House,Private room,6,1,2,3,$55.00 ,95
1113259,Rogers Park,60626,42.01761,-87.67987,Apartment,Private room,2,1,1,1,$55.00 ,94
1127661,Logan Square,60647,41.91791,-87.70933,Apartment,Private room,2,1,1,1,$59.00 ,99
1129741,East Garfield Park,60624,41.88282,-87.72026,Apartment,Entire home/apt,2,2,2,2,$80.00 ,
1138252,Lake View,60614,41.9375,-87.65017,Apartment,Entire home/apt,4,2,2,2,$375.00 ,100
1138514,Rogers Park,60626,42.00527,-87.66405,Apartment,Entire home/apt,2,1,1,1,$59.00 ,90
1141045,Lake View,60657,41.94665,-87.65517,Apartment,Private room,1,1,1,1,$54.00 ,96
1171860,Lincoln Park,60614,41.92628,-87.64026,Apartment,Entire home/apt,2,1,1,1,$50.00 ,95
1183249,Lake View,60657,41.9395,-87.64483,Apartment,Entire home/apt,2,1,1,1,$79.00 ,93
1185749,Near West Side,60612,41.87086,-87.68305,Apartment,Entire home/apt,6,1,3,4,$99.00 ,98
1195259,West Town,60647,41.91095,-87.67783,Apartment,Entire home/apt,3,1,2,2,$135.00 ,98
1217096,Lake View,60657,41.94674,-87.64924,Apartment,Private room,2,1,1,1,$95.00 ,95
1229238,Portage Park,60641,41.94735,-87.75762,House,Entire home/apt,10,2,4,5,$250.00 ,88
1229267,Portage Park,60641,41.94556,-87.75419,House,Private room,2,1,1,1,$40.00 ,89
1249397,Lincoln Square,60640,41.97009,-87.67423,House,Entire home/apt,5,2,3,4,$130.00 ,96
1278457,West Town,60622,41.90439,-87.68212,Apartment,Entire home/apt,8,3,4,3,$300.00 ,99
1291440,West Town,60622,41.90143,-87.67836,Apartment,Private room,2,1,1,1,$75.00 ,94
1304049,Near West Side,60612,41.8719,-87.68486,House,Private room,2,1,1,1,$100.00 ,93
1321332,Lincoln Park,60614,41.92913,-87.66921,House,Entire home/apt,16,3.5,4,12,$500.00 ,98
1325769,Lincoln Park,60614,41.91355,-87.63675,Condominium,Private room,1,1,1,1,$198.00 ,98
1336364,West Town,60622,41.89934,-87.68443,Apartment,Entire home/apt,4,1,1,2,$80.00 ,93
1346414,Edgewater,60660,41.98288,-87.66708,Apartment,Entire home/apt,2,1,1,1,$95.00 ,89
1356190,Logan Square,60647,41.92083,-87.68896,House,Private room,2,1,1,1,$90.00 ,99
1359312,Washington Park,60615,41.79753,-87.62155,Condominium,Private room,2,1,1,1,$73.00 ,98
1361421,Lake View,60657,41.94633,-87.65506,Hostel,Private room,2,11,1,1,$80.00 ,84
1392594,Uptown,60640,41.96952,-87.67239,House,Entire home/apt,8,2,3,3,$168.00 ,92
1398616,Bridgeport,60608,41.83812,-87.65231,Apartment,Private room,2,1.5,1,1,$49.00 ,96
1427950,Edgewater,60660,41.98496,-87.66806,Apartment,Entire home/apt,2,1,1,1,$120.00 ,99
1428589,Oakland,60653,41.82781,-87.60523,Townhouse,Private room,3,1.5,1,2,$50.00 ,81
1431467,Lincoln Square,60625,41.97101,-87.68878,Apartment,Entire home/apt,4,1,2,2,$150.00 ,95
1439042,Rogers Park,60626,41.99999,-87.67149,House,Entire home/apt,4,1,2,2,$35.00 ,89
1461451,West Ridge,60645,42.0159,-87.68827,Apartment,Shared room,1,2,1,1,$25.00 ,92
1468342,Grand Boulevard,60653,41.81266,-87.61586,House,Private room,2,1,1,1,$65.00 ,93
1475647,West Ridge,60645,42.01701,-87.68718,Apartment,Shared room,1,2,1,1,$25.00 ,95
1488883,Uptown,60613,41.95523,-87.65385,Condominium,Private room,2,1,1,1,$70.00 ,100
1502674,Lincoln Park,60614,41.91307,-87.64012,Apartment,Entire home/apt,5,1,2,3,$158.00 ,95
1502700,Lincoln Park,60614,41.91406,-87.63934,House,Entire home/apt,10,2,4,6,$425.00 ,89
1503962,Lincoln Square,60625,41.98067,-87.68875,Apartment,Entire home/apt,6,1,1,1,$106.00 ,93
1510097,Avondale,60618,41.93275,-87.71645,Apartment,Entire home/apt,4,1,2,2,$97.00 ,95
1516154,Loop,60601,41.88642,-87.61695,Apartment,Entire home/apt,2,,1,1,$145.00 ,94
1523700,Near West Side,60661,41.87649,-87.64737,Condominium,Private room,1,1,1,1,$190.00 ,100
1523904,West Town,60642,41.90491,-87.66601,Loft,Private room,2,1,1,1,$120.00 ,90
1524276,West Town,60642,41.90587,-87.66479,Loft,Private room,2,1,1,1,$89.00 ,96
1524306,West Town,60642,41.90613,-87.66607,Loft,Entire home/apt,4,2,2,2,$245.00 ,100
1526309,Hyde Park,60615,41.79819,-87.59601,House,Private room,2,1,1,1,$98.00 ,99
1541692,Oakland,60653,41.82936,-87.6048,House,Private room,2,1,1,1,$55.00 ,93
1554433,Beverly,60643,41.71348,-87.67195,Bungalow,Private room,2,1.5,1,0,$90.00 ,98
1573401,Lower West Side,60608,41.85763,-87.66236,House,Private room,4,1,1,2,$65.00 ,98
1584422,Near North Side,60642,41.90607,-87.6488,Condominium,Entire home/apt,10,2,3,8,$688.00 ,98
1584509,Near North Side,60610,41.90697,-87.62941,House,Entire home/apt,11,5,5,9,$975.00 ,95
1587078,Logan Square,60647,41.91638,-87.68422,Apartment,Entire home/apt,4,1,0,2,$149.00 ,99
1591370,Rogers Park,60626,42.01114,-87.67634,Apartment,Entire home/apt,6,1,1,5,$90.00 ,96
1614802,Lake View,60657,41.93574,-87.66225,House,Private room,3,1,1,2,$60.00 ,99
1623463,Lower West Side,60616,41.859,-87.6462,Guesthouse,Entire home/apt,6,1,2,2,$135.00 ,100
1641601,Uptown,60640,41.97282,-87.67257,House,Private room,2,1,1,1,$69.00 ,96
1641696,Lincoln Square,60625,41.96811,-87.69571,Condominium,Private room,2,1,1,1,$89.00 ,99
1648535,Rogers Park,60626,42.01599,-87.66901,Condominium,Entire home/apt,8,2,2,3,$80.00 ,83
1648671,Rogers Park,60626,42.01395,-87.66849,Condominium,Private room,2,1,1,1,$30.00 ,87
1648786,Chatham,60619,41.72836,-87.6136,House,Private room,4,1,2,2,$32.00 ,94
1656336,Mckinley Park,60609,41.82516,-87.67456,Apartment,Entire home/apt,4,1,2,2,$95.00 ,94
1656439,Uptown,60613,41.95608,-87.64536,Condominium,Entire home/apt,4,2,2,2,$250.00 ,97
1663673,West Town,60612,41.89398,-87.68606,Apartment,Entire home/apt,4,1,2,2,$99.00 ,98
1668481,West Town,60622,41.89665,-87.69719,Apartment,Entire home/apt,4,1,2,2,$82.00 ,97
1672647,Rogers Park,60660,41.99892,-87.67322,Apartment,Entire home/apt,7,1,2,3,$109.00 ,92
1678422,Lake View,60657,41.93465,-87.65754,Apartment,Private room,2,1,1,1,$75.00 ,88
1698479,Near West Side,60654,41.88795,-87.64328,Apartment,Entire home/apt,4,1,1,2,$247.00 ,100
1721045,West Town,60642,41.88999,-87.66254,Apartment,Private room,2,2,1,1,$74.00 ,93
1721109,Rogers Park,60626,41.99969,-87.67116,House,Entire home/apt,8,1,3,3,$100.00 ,82
1732652,Near North Side,60611,41.89232,-87.62369,Apartment,Entire home/apt,2,,1,1,$153.00 ,93
1746734,Hyde Park,60615,41.79984,-87.59465,Apartment,Entire home/apt,2,1,1,1,$100.00 ,93
1759266,Lake View,60657,41.93485,-87.65965,Apartment,Entire home/apt,6,1,2,3,$250.00 ,96
1759389,Lower West Side,60608,41.84773,-87.68235,House,Private room,1,1.5,0,1,$70.00 ,99
1778910,Lower West Side,60608,41.85675,-87.65501,Apartment,Entire home/apt,10,1,2,2,$69.00 ,84
1784523,Avondale,60618,41.93998,-87.70272,Apartment,Entire home/apt,4,1,2,2,$99.00 ,99
1798506,West Town,60647,41.91129,-87.68337,Condominium,Entire home/apt,7,2.5,3,2,$289.00 ,100
1805794,Logan Square,60647,41.91841,-87.70861,Condominium,Entire home/apt,2,1,1,1,$110.00 ,97
1810118,Woodlawn,60637,41.77892,-87.59886,House,Private room,3,1,1,1,$59.00 ,98
1837153,Hyde Park,60615,41.79963,-87.59477,Apartment,Entire home/apt,2,1,1,1,$115.00 ,90
1852665,Near West Side,60607,41.88575,-87.65052,Apartment,Entire home/apt,3,1,1,1,$200.00 ,
1854000,Lincoln Park,60657,41.93283,-87.64315,Apartment,Entire home/apt,2,1,1,1,$200.00 ,91
1900901,Rogers Park,60626,42.004,-87.67503,House,Private room,1,1,1,1,$80.00 ,99
1921670,Irving Park,60618,41.94764,-87.70817,Apartment,Entire home/apt,4,1,2,2,$90.00 ,97
1944802,Near South Side,60616,41.85453,-87.62052,Apartment,Entire home/apt,4,2,2,2,$190.00 ,94
1954633,Lincoln Park,60614,41.93101,-87.65878,Apartment,Private room,2,2,1,1,$77.00 ,98
1960332,Lake View,60657,41.94327,-87.66081,Apartment,Entire home/apt,8,2,3,4,$519.00 ,97
1964520,Lake View,60613,41.951,-87.66203,Apartment,Entire home/apt,6,2,3,4,$439.00 ,99
1965410,Lake View,60613,41.94853,-87.66162,Apartment,Entire home/apt,9,2,5,6,$549.00 ,100
1984545,Grand Boulevard,60653,41.81832,-87.61463,Townhouse,Entire home/apt,3,3.5,3,3,$419.00 ,80
1989590,West Town,60622,41.91344,-87.69031,Apartment,Private room,2,1,1,1,$55.00 ,96
1995991,Lake View,60657,41.9453,-87.65084,Apartment,Entire home/apt,4,1,2,2,$65.00 ,98
2011301,Logan Square,60647,41.92146,-87.68699,House,Private room,2,1,1,1,$52.00 ,91
2012443,West Town,60642,41.89253,-87.66048,Apartment,Private room,2,1,1,1,$55.00 ,90
2026439,Lincoln Park,60614,41.93267,-87.64028,Condominium,Entire home/apt,3,1,2,1,$98.00 ,90
2051505,Uptown,60640,41.96267,-87.66526,Condominium,Entire home/apt,5,1,2,2,$240.00 ,98
2051690,West Ridge,60659,41.98864,-87.69345,Guest suite,Private room,2,1,1,1,$50.00 ,98
2062638,West Town,60642,41.8967,-87.65734,House,Entire home/apt,10,2,3,5,$295.00 ,95
2075573,Oakland,60653,41.82926,-87.60859,Townhouse,Private room,5,1.5,1,4,$60.00 ,78
2087914,Lower West Side,60608,41.85658,-87.65423,Guest suite,Entire home/apt,2,1,0,1,$120.00 ,94
2093894,Lincoln Park,60614,41.91766,-87.65337,Apartment,Private room,1,1,1,1,$85.00 ,93
2103986,Lake View,60657,41.93395,-87.63923,House,Private room,2,1,1,1,$75.00 ,96
2139407,East Garfield Park,60624,41.88745,-87.70784,Apartment,Entire home/apt,5,1,1,3,$83.00 ,92
2163634,Norwood Park,60646,41.99462,-87.7795,Apartment,Entire home/apt,5,1,2,3,$95.00 ,98
2178033,Lincoln Park,60614,41.92403,-87.63783,Condominium,Entire home/apt,3,1,1,1,$135.00 ,96
2189522,Lower West Side,60608,41.84721,-87.67932,House,Private room,1,1.5,1,1,$70.00 ,99
2198953,Logan Square,60647,41.92323,-87.71348,Apartment,Entire home/apt,5,1,2,2,$120.00 ,96
2212823,West Town,60642,41.89309,-87.65062,Condominium,Entire home/apt,4,2,2,2,$249.00 ,100
2227179,West Town,60622,41.89984,-87.6764,Condominium,Entire home/apt,2,1,1,1,$100.00 ,97
2298310,Kenwood,60615,41.80379,-87.60386,Townhouse,Private room,2,1,1,1,$29.00 ,98
2305194,Lake View,60657,41.94699,-87.65503,Hostel,Private room,4,11,1,4,$96.00 ,88
2305230,Lake View,60657,41.94656,-87.65509,Hostel,Private room,1,11,1,10,$27.00 ,88
2305280,Lake View,60657,41.94662,-87.65541,Hostel,Private room,8,11,1,8,$400.00 ,91
2320027,West Town,60622,41.90669,-87.68283,Apartment,Entire home/apt,4,1,1,1,$105.00 ,92
2396340,West Town,60642,41.89648,-87.65651,Apartment,Entire home/apt,8,2,3,4,$302.00 ,99
2429295,Near West Side,60612,41.86756,-87.68662,House,Private room,2,1,1,2,$79.00 ,94
2437230,North Center,60618,41.94264,-87.68336,Apartment,Entire home/apt,2,1,1,1,$105.00 ,98
2453598,Near West Side,60661,41.8877,-87.64276,Apartment,Entire home/apt,4,1,1,3,$130.00 ,91
2458029,Lake View,60657,41.93501,-87.64819,Apartment,Private room,1,1,1,1,$113.00 ,100
2459132,Portage Park,60630,41.96745,-87.75181,House,Private room,8,1,1,1,$95.00 ,100
